股票代码,公司简称,统计日期,发布时间,预告类型
600088,中视传媒,2016-09-30,2016-08-30,首亏
600088,中视传媒,2016-12-31,2017-01-21,首亏
600088,中视传媒,2017-06-30,2017-04-28,扭亏
600088,中视传媒,2017-09-30,2017-08-30,扭亏
600090,*ST济堂,2016-12-31,2017-01-19,略增
600091,*ST明科,2016-09-30,2016-08-30,扭亏
600093,*ST易见,2016-06-30,2016-07-09,预增
600093,*ST易见,2016-09-30,2016-10-15,预增
600093,*ST易见,2016-12-31,2017-03-15,预增
600093,*ST易见,2017-06-30,2017-04-28,预增
600093,*ST易见,2017-09-30,2017-08-28,略增
600094,大名城,2016-06-30,2016-07-21,预增
600094,大名城,2016-12-31,2017-01-17,预增
600094,大名城,2017-12-31,2018-01-30,预增
600094,大名城,2018-12-31,2019-01-30,预减
600095,湘财股份,2017-12-31,2018-01-30,略增
600096,云天化,2016-06-30,2016-07-23,首亏
600096,云天化,2016-12-31,2017-01-24,首亏
600096,云天化,2017-03-31,2017-04-08,扭亏
600096,云天化,2017-06-30,2017-07-29,减亏
600096,云天化,2018-03-31,2018-04-10,预增
600096,云天化,2018-06-30,2018-07-10,扭亏
600096,云天化,2018-09-30,2018-10-10,预增
600096,云天化,2018-12-31,2019-01-31,略减
600096,云天化,2019-03-31,2019-04-10,预增
600096,云天化,2019-06-30,2019-07-13,预增
600096,云天化,2019-09-30,2019-10-11,预增
600097,开创国际,2016-12-31,2017-01-25,扭亏
600097,开创国际,2017-12-31,2018-01-31,预增
600098,广州发展,2017-06-30,2017-04-29,预减
600098,广州发展,2017-09-30,2017-10-11,预减
600100,同方股份,2016-06-30,2016-04-30,预增
600100,同方股份,2016-12-31,2017-01-24,预增
600100,同方股份,2017-06-30,2017-04-29,预减
600100,同方股份,2017-09-30,2017-08-29,预减
600100,同方股份,2018-06-30,2018-04-27,续亏
600100,同方股份,2018-09-30,2018-08-30,续亏
600100,同方股份,2018-12-31,2019-04-25,首亏
600100,同方股份,2019-09-30,2019-08-30,不确定
600100,同方股份,2019-12-31,2020-01-23,扭亏
600103,青山纸业,2016-06-30,2016-08-20,扭亏
600103,青山纸业,2016-12-31,2017-01-25,扭亏
600103,青山纸业,2017-06-30,2017-07-12,预增
600103,青山纸业,2017-09-30,2017-08-22,略增
600103,青山纸业,2018-06-30,2018-07-10,预增
600103,青山纸业,2018-09-30,2018-08-21,略增
600103,青山纸业,2018-12-31,2019-01-31,预增
600104,上汽集团,2016-12-31,2017-01-21,略增
600104,上汽集团,2017-12-31,2018-01-19,略增
600104,上汽集团,2018-12-31,2019-01-31,略增
600104,上汽集团,2019-12-31,2020-01-14,略减
600105,永鼎股份,2016-03-31,2016-04-19,预增
600105,永鼎股份,2019-12-31,2020-01-18,预减
600108,亚盛集团,2016-06-30,2016-07-15,预减
600110,诺德股份,2016-09-30,2016-07-26,不确定
600110,诺德股份,2016-12-31,2017-01-25,预减
600110,诺德股份,2017-06-30,2017-07-04,预增
600110,诺德股份,2017-09-30,2017-08-01,预增
600110,诺德股份,2019-12-31,2020-01-23,首亏
600111,北方稀土,2016-06-30,2016-07-30,预减
600111,北方稀土,2016-12-31,2017-01-14,预减
600111,北方稀土,2017-06-30,2017-07-15,预增
600111,北方稀土,2017-12-31,2018-01-23,预增
600111,北方稀土,2018-12-31,2019-01-11,预增
600112,*ST天成,2016-12-31,2017-04-24,减亏
600112,*ST天成,2017-12-31,2018-01-30,扭亏
600112,*ST天成,2019-12-31,2020-01-23,首亏
600113,浙江东日,2019-03-31,2019-04-13,预增
600113,浙江东日,2019-06-30,2019-07-20,预增
600114,东睦股份,2017-03-31,2017-04-08,预增
600114,东睦股份,2017-06-30,2017-07-12,预增
600114,东睦股份,2017-09-30,2017-10-14,预增
600114,东睦股份,2017-12-31,2018-01-06,预增
600115,中国东航,2016-03-31,2016-04-14,预增
600115,中国东航,2018-12-31,2019-01-31,预减
600116,三峡水利,2017-12-31,2018-01-17,预增
600117,西宁特钢,2016-06-30,2016-04-30,续亏
600117,西宁特钢,2016-09-30,2016-08-30,续亏
600117,西宁特钢,2016-12-31,2017-01-25,扭亏
600117,西宁特钢,2017-06-30,2017-07-14,扭亏
600117,西宁特钢,2018-12-31,2019-01-30,首亏
600117,西宁特钢,2019-09-30,2019-08-21,不确定
600117,西宁特钢,2019-12-31,2020-01-21,扭亏
600119,长江投资,2016-06-30,2016-07-15,预增
600119,长江投资,2016-09-30,2016-08-23,不确定
600119,长江投资,2016-12-31,2017-01-20,预增
600119,长江投资,2017-06-30,2017-08-16,预减
600119,长江投资,2017-09-30,2017-08-22,略减
600119,长江投资,2018-09-30,2018-08-31,首亏
600119,长江投资,2018-12-31,2019-01-31,续亏
600119,长江投资,2019-06-30,2019-04-30,不确定
600119,长江投资,2019-09-30,2019-08-23,续亏
600119,长江投资,2019-12-31,2020-01-21,扭亏
600121,郑州煤电,2016-12-31,2017-01-26,续亏
600121,郑州煤电,2017-03-31,2017-04-20,扭亏
600121,郑州煤电,2017-06-30,2017-07-14,扭亏
600121,郑州煤电,2018-03-31,2018-04-14,预减
600121,郑州煤电,2018-06-30,2018-07-14,预减
600121,郑州煤电,2018-09-30,2018-08-30,略减
600121,郑州煤电,2018-12-31,2019-01-31,预减
600121,郑州煤电,2019-06-30,2019-07-16,预减
600121,郑州煤电,2019-09-30,2019-08-27,略减
600121,郑州煤电,2019-12-31,2020-04-16,首亏
600122,ST宏图,2017-06-30,2017-07-12,预增
600122,ST宏图,2018-09-30,2018-10-17,首亏
600122,ST宏图,2018-12-31,2019-04-25,首亏
600122,ST宏图,2019-12-31,2020-01-22,续亏
600123,兰花科创,2016-03-31,2016-04-21,首亏
600123,兰花科创,2016-06-30,2016-07-26,首亏
600123,兰花科创,2016-12-31,2017-01-21,首亏
600123,兰花科创,2017-06-30,2017-07-12,扭亏
600123,兰花科创,2017-09-30,2017-10-12,扭亏
600123,兰花科创,2017-12-31,2018-01-24,扭亏
600123,兰花科创,2018-12-31,2019-01-29,略增
600125,铁龙物流,2018-09-30,2018-08-30,预增
600125,铁龙物流,2018-12-31,2019-01-26,预增
600126,杭钢股份,2016-06-30,2016-07-30,扭亏
600126,杭钢股份,2016-12-31,2017-01-19,扭亏
600126,杭钢股份,2017-12-31,2018-01-26,预增
600126,杭钢股份,2018-06-30,2018-07-19,预增
600126,杭钢股份,2019-12-31,2020-01-18,预减
600127,金健米业,2016-12-31,2017-01-21,扭亏
600127,金健米业,2018-12-31,2019-01-31,首亏
600127,金健米业,2019-06-30,2019-04-30,略增
600127,金健米业,2019-09-30,2019-08-17,不确定
600127,金健米业,2019-12-31,2020-01-31,扭亏
600128,弘业股份,2016-12-31,2017-04-25,预减
600128,弘业股份,2018-12-31,2019-01-30,首亏
600128,弘业股份,2019-12-31,2020-01-23,扭亏
600129,太极集团,2016-03-31,2016-04-13,预增
600129,太极集团,2016-06-30,2016-07-26,预增
600129,太极集团,2016-09-30,2016-10-19,预增
600129,太极集团,2016-12-31,2017-01-25,预增
600129,太极集团,2017-03-31,2017-04-15,预减
600129,太极集团,2017-06-30,2017-07-14,预减
600129,太极集团,2017-09-30,2017-10-13,预减
600129,太极集团,2017-12-31,2018-01-31,预减
600129,太极集团,2018-03-31,2018-04-14,预增
600129,太极集团,2018-06-30,2018-07-17,预增
600129,太极集团,2018-09-30,2018-10-13,预增
600129,太极集团,2019-03-31,2019-04-23,预增
600129,太极集团,2019-12-31,2020-01-21,首亏
600130,波导股份,2016-12-31,2017-01-26,预减
600130,波导股份,2017-06-30,2017-04-29,首亏
600130,波导股份,2017-09-30,2017-08-29,首亏
600130,波导股份,2018-12-31,2019-01-31,扭亏
600130,波导股份,2019-06-30,2019-04-30,首亏
600130,波导股份,2019-09-30,2019-08-20,首亏
600130,波导股份,2019-12-31,2019-10-31,首亏
600131,国网信通,2016-12-31,2017-01-04,略增
600131,国网信通,2017-12-31,2018-01-16,预减
600131,国网信通,2018-03-31,2018-03-31,预增
600131,国网信通,2018-06-30,2018-07-07,预增
600131,国网信通,2018-09-30,2018-10-11,预增
600131,国网信通,2018-12-31,2019-01-10,预增
600131,国网信通,2019-12-31,2020-01-18,略增
600132,重庆啤酒,2016-12-31,2017-01-25,扭亏
600132,重庆啤酒,2017-12-31,2018-01-31,预增
600132,重庆啤酒,2019-12-31,2020-01-23,预增
600133,东湖高新,2017-06-30,2017-04-29,预增
600133,东湖高新,2017-09-30,2017-08-30,预增
600133,东湖高新,2018-06-30,2018-04-28,预减
600133,东湖高新,2018-09-30,2018-08-28,预减
600133,东湖高新,2018-12-31,2019-01-31,预减
600135,乐凯胶片,2016-12-31,2017-01-24,略增
600135,乐凯胶片,2017-12-31,2018-01-31,略增
600135,乐凯胶片,2018-12-31,2019-01-29,预减
600135,乐凯胶片,2019-12-31,2020-01-21,预增
600136,当代文体,2016-12-31,2017-01-26,预增
600136,当代文体,2018-03-31,2018-02-07,预增
600136,当代文体,2018-06-30,2018-07-11,预增
600136,当代文体,2018-09-30,2018-10-16,预增
600136,当代文体,2018-12-31,2019-01-26,预增
600137,浪莎股份,2016-12-31,2017-01-25,扭亏
600137,浪莎股份,2019-12-31,2020-01-22,预减
600138,中青旅,2016-06-30,2016-07-15,预增
600138,中青旅,2016-12-31,2017-01-18,预增
600139,ST西源,2016-09-30,2016-08-31,首亏
600139,ST西源,2016-12-31,2017-01-26,扭亏
600139,ST西源,2017-09-30,2017-08-31,续亏
600139,ST西源,2018-09-30,2018-08-31,不确定
600139,ST西源,2018-12-31,2019-01-31,扭亏
600139,ST西源,2019-09-30,2019-08-31,续亏
600139,ST西源,2019-12-31,2020-01-23,首亏
600141,兴发集团,2016-12-31,2017-01-25,略增
600141,兴发集团,2017-03-31,2017-03-31,预增
600141,兴发集团,2017-06-30,2017-07-19,预增
600141,兴发集团,2017-12-31,2018-01-30,预增
600141,兴发集团,2018-06-30,2018-07-11,预增
600143,金发科技,2018-06-30,2018-07-12,预增
600143,金发科技,2019-12-31,2020-01-21,预增
600145,退市新亿,2016-12-31,2017-01-26,预减
600145,退市新亿,2017-12-31,2018-01-31,扭亏
600145,退市新亿,2019-12-31,2020-01-23,预减
600146,*ST环球,2016-12-31,2017-01-26,扭亏
600146,*ST环球,2017-06-30,2017-04-27,不确定
600146,*ST环球,2017-09-30,2017-08-29,不确定
600146,*ST环球,2017-12-31,2018-01-31,预增
600146,*ST环球,2018-12-31,2019-01-31,首亏
600146,*ST环球,2019-06-30,2019-04-30,首亏
600146,*ST环球,2019-09-30,2019-08-27,续亏
600146,*ST环球,2019-12-31,2020-04-27,续亏
600148,长春一东,2016-12-31,2017-01-25,预增
600148,长春一东,2018-12-31,2019-01-30,预增
600149,廊坊发展,2016-12-31,2017-01-21,减亏
600149,廊坊发展,2017-12-31,2018-01-30,扭亏
600149,廊坊发展,2018-12-31,2019-01-29,预减
600150,中国船舶,2016-09-30,2016-08-31,不确定
600150,中国船舶,2016-12-31,2017-01-25,首亏
600150,中国船舶,2017-06-30,2017-04-29,首亏
600150,中国船舶,2018-06-30,2018-04-26,扭亏
600150,中国船舶,2018-09-30,2018-08-24,扭亏
600150,中国船舶,2018-12-31,2019-01-19,扭亏
600151,航天机电,2016-06-30,2016-07-23,扭亏
600151,航天机电,2017-09-30,2017-08-25,首亏
600151,航天机电,2017-12-31,2018-01-27,首亏
600151,航天机电,2018-09-30,2018-08-24,续亏
600151,航天机电,2018-12-31,2019-01-31,扭亏
600151,航天机电,2019-12-31,2020-01-22,首亏
600152,维科技术,2016-06-30,2016-07-19,首亏
600152,维科技术,2016-09-30,2016-10-11,首亏
600152,维科技术,2016-12-31,2017-01-12,首亏
600152,维科技术,2017-06-30,2017-07-13,扭亏
600152,维科技术,2017-09-30,2017-10-14,扭亏
600152,维科技术,2018-06-30,2018-04-28,续盈
600152,维科技术,2018-09-30,2018-08-31,续盈
600152,维科技术,2018-12-31,2019-01-29,预增
600152,维科技术,2019-06-30,2019-04-30,首亏
600152,维科技术,2019-09-30,2019-08-29,首亏
600152,维科技术,2019-12-31,2020-04-10,首亏
600155,华创阳安,2016-12-31,2017-01-21,首亏
600155,华创阳安,2017-06-30,2017-04-28,扭亏
600155,华创阳安,2017-09-30,2017-08-30,扭亏
600155,华创阳安,2019-12-31,2020-01-22,预增
600156,华升股份,2016-06-30,2016-04-28,续亏
600156,华升股份,2017-12-31,2018-01-26,首亏
600156,华升股份,2018-12-31,2019-01-30,扭亏
600156,华升股份,2019-12-31,2020-01-21,首亏
600157,永泰能源,2018-03-31,2018-04-11,预增
600157,永泰能源,2018-12-31,2019-01-31,预减
600157,永泰能源,2019-12-31,2020-01-17,预增
600158,中体产业,2018-12-31,2019-01-29,略增
600159,大龙地产,2016-12-31,2017-01-26,预增
600159,大龙地产,2018-12-31,2019-01-31,预增
600160,巨化股份,2017-06-30,2017-04-28,预增
600160,巨化股份,2017-09-30,2017-08-25,略增
600160,巨化股份,2018-06-30,2018-04-27,略增
600160,巨化股份,2018-09-30,2018-08-25,略增
600160,巨化股份,2018-12-31,2019-01-23,预增
600160,巨化股份,2019-12-31,2020-01-18,预减
600161,天坛生物,2016-03-31,2016-04-16,首亏
600161,天坛生物,2016-06-30,2016-07-16,预增
600161,天坛生物,2016-09-30,2016-10-13,预增
600161,天坛生物,2017-03-31,2017-04-06,扭亏
600161,天坛生物,2017-06-30,2017-07-15,预增
600161,天坛生物,2017-09-30,2017-10-11,预增
600161,天坛生物,2017-12-31,2018-01-20,预增
600161,天坛生物,2018-12-31,2019-01-12,预减
600161,天坛生物,2019-06-30,2019-07-19,略增
600161,天坛生物,2019-12-31,2020-01-14,略增
600162,香江控股,2016-12-31,2017-01-18,预增
600163,中闽能源,2016-06-30,2016-04-29,扭亏
600163,中闽能源,2016-09-30,2016-08-25,扭亏
600163,中闽能源,2016-12-31,2017-01-25,预增
600163,中闽能源,2017-12-31,2018-01-09,预增
600165,新日恒力,2016-12-31,2017-01-26,首亏
600165,新日恒力,2018-12-31,2019-01-29,预减
600165,新日恒力,2019-12-31,2020-01-23,首亏
600166,福田汽车,2017-06-30,2017-07-07,略减
600166,福田汽车,2017-12-31,2018-01-20,预减
600166,福田汽车,2018-12-31,2019-01-26,首亏
600166,福田汽车,2019-12-31,2020-04-23,扭亏
600167,联美控股,2016-12-31,2017-01-24,预增
600167,联美控股,2017-03-31,2017-04-14,略增
600169,太原重工,2016-09-30,2016-08-30,首亏
600169,太原重工,2016-12-31,2017-01-26,首亏
600169,太原重工,2017-12-31,2018-04-20,扭亏
600169,太原重工,2019-12-31,2020-01-22,首亏
600171,上海贝岭,2017-06-30,2017-07-18,预增
600171,上海贝岭,2017-09-30,2017-08-15,预增
600171,上海贝岭,2018-06-30,2018-07-13,预减
600171,上海贝岭,2018-09-30,2018-08-28,略减
600171,上海贝岭,2018-12-31,2019-01-29,略减
600171,上海贝岭,2019-06-30,2019-07-24,预增
600171,上海贝岭,2019-09-30,2019-08-24,略增
600171,上海贝岭,2019-12-31,2020-01-21,预增
600172,黄河旋风,2019-12-31,2020-01-23,扭亏
600173,卧龙地产,2017-09-30,2017-09-29,预增
600173,卧龙地产,2017-12-31,2018-01-25,预增
600173,卧龙地产,2018-12-31,2019-01-23,预增
600175,退市美都,2018-12-31,2019-04-13,首亏
600175,退市美都,2019-12-31,2020-01-22,续亏
600176,中国巨石,2016-03-31,2016-04-21,预增
600176,中国巨石,2016-06-30,2016-07-22,预增
600176,中国巨石,2016-09-30,2016-10-19,预增
600176,中国巨石,2016-12-31,2017-01-24,预增
600176,中国巨石,2017-03-31,2017-03-30,略增
600176,中国巨石,2017-06-30,2017-07-29,略增
600176,中国巨石,2017-09-30,2017-09-30,略增
600176,中国巨石,2017-12-31,2018-01-29,略增
600176,中国巨石,2018-03-31,2018-03-27,略增
600176,中国巨石,2018-06-30,2018-07-10,略增
600176,中国巨石,2018-09-30,2018-10-16,略增
600177,雅戈尔,2016-03-31,2016-04-19,预增
600177,雅戈尔,2017-03-31,2017-04-12,预减
600177,雅戈尔,2017-12-31,2018-01-31,预减
600177,雅戈尔,2018-03-31,2018-04-10,预增
600177,雅戈尔,2018-12-31,2019-01-31,预增
600178,东安动力,2016-03-31,2016-04-16,扭亏
600178,东安动力,2016-06-30,2016-07-09,略减
600178,东安动力,2016-09-30,2016-10-12,预增
600178,东安动力,2016-12-31,2017-01-12,预增
600178,东安动力,2017-03-31,2017-04-08,预增
600178,东安动力,2017-06-30,2017-07-14,略减
600178,东安动力,2017-09-30,2017-10-13,略减
600178,东安动力,2017-12-31,2018-01-20,略减
600178,东安动力,2018-03-31,2018-04-17,预减
600178,东安动力,2018-06-30,2018-07-17,预减
600178,东安动力,2018-12-31,2019-01-31,预减
600178,东安动力,2019-03-31,2019-04-13,首亏
600178,东安动力,2019-06-30,2019-07-06,首亏
600178,东安动力,2019-09-30,2019-08-27,略减
600178,东安动力,2019-12-31,2020-01-21,预增
600179,安通控股,2016-09-30,2016-08-31,扭亏
600179,安通控股,2016-12-31,2017-01-24,扭亏
600179,安通控股,2019-06-30,2019-04-30,预减
600179,安通控股,2019-09-30,2019-08-31,首亏
600179,安通控股,2019-12-31,2020-01-23,首亏
600180,瑞茂通,2016-06-30,2016-07-06,略增
600182,SST佳通,2017-06-30,2017-07-31,预减
600182,SST佳通,2017-12-31,2018-01-31,预减
600183,生益科技,2017-09-30,2017-10-20,预增
600184,光电股份,2017-12-31,2018-01-27,略增
600185,格力地产,2016-06-30,2016-04-28,不确定
600185,格力地产,2016-12-31,2017-01-21,预减
600186,莲花健康,2016-12-31,2017-04-26,扭亏
600186,莲花健康,2017-12-31,2018-01-27,首亏
600186,莲花健康,2018-12-31,2019-01-30,续亏
600186,莲花健康,2019-06-30,2019-07-31,扭亏
600186,莲花健康,2019-12-31,2020-01-22,扭亏
600187,国中水务,2016-09-30,2016-08-23,不确定
600187,国中水务,2016-12-31,2017-01-25,扭亏
600187,国中水务,2018-06-30,2018-04-27,预增
600187,国中水务,2018-09-30,2018-08-29,预增
600188,兖矿能源,2016-12-31,2017-01-26,预增
600188,兖矿能源,2017-03-31,2017-04-20,预增
600188,兖矿能源,2017-06-30,2017-07-27,预增
600188,兖矿能源,2017-09-30,2017-10-26,预增
600188,兖矿能源,2017-12-31,2018-01-30,预增
600189,泉阳泉,2016-06-30,2016-07-12,扭亏
600189,泉阳泉,2016-09-30,2016-10-12,扭亏
600189,泉阳泉,2016-12-31,2017-01-24,预减
600189,泉阳泉,2017-06-30,2017-07-12,首亏
600189,泉阳泉,2018-06-30,2018-07-12,扭亏
600189,泉阳泉,2018-09-30,2018-10-11,扭亏
600189,泉阳泉,2018-12-31,2019-01-18,预增
600189,泉阳泉,2019-12-31,2020-01-21,首亏
600190,锦州港,2016-06-30,2016-04-30,预减
600190,锦州港,2016-09-30,2016-08-27,预减
600190,锦州港,2016-12-31,2017-01-14,预减
600190,锦州港,2017-09-30,2017-08-25,预增
600190,锦州港,2017-12-31,2018-01-27,预增
600190,锦州港,2018-12-31,2019-01-25,预增
600191,*ST华资,2016-12-31,2017-01-26,预减
600191,*ST华资,2018-12-31,2019-01-31,首亏
600191,*ST华资,2019-12-31,2020-01-22,扭亏
600193,创兴资源,2016-12-31,2017-01-21,首亏
600193,创兴资源,2017-12-31,2018-01-31,续亏
600193,创兴资源,2018-12-31,2019-01-26,扭亏
600195,中牧股份,2018-06-30,2018-07-27,预增
600195,中牧股份,2018-09-30,2018-08-29,略增
