股票代码,公司简称,统计日期,发布时间,预告类型
300724,捷佳伟创,2019-03-31,2019-03-30,略增
300724,捷佳伟创,2019-06-30,2019-07-12,略增
300724,捷佳伟创,2019-09-30,2019-10-15,略增
300724,捷佳伟创,2019-12-31,2020-02-03,略增
300725,药石科技,2018-03-31,2018-04-10,预增
300725,药石科技,2018-06-30,2018-07-12,预增
300725,药石科技,2018-09-30,2018-10-13,预增
300725,药石科技,2018-12-31,2019-01-25,预增
300725,药石科技,2019-03-31,2019-04-10,预增
300725,药石科技,2019-06-30,2019-07-12,略增
300725,药石科技,2019-09-30,2019-10-14,略增
300725,药石科技,2019-12-31,2020-01-20,略增
300726,宏达电子,2017-09-30,2017-10-31,略增
300726,宏达电子,2018-03-31,2018-04-09,略增
300726,宏达电子,2018-06-30,2018-07-10,略增
300726,宏达电子,2018-09-30,2018-10-12,略增
300726,宏达电子,2018-12-31,2019-01-29,略增
300726,宏达电子,2019-03-31,2019-03-29,略增
300726,宏达电子,2019-06-30,2019-07-12,略增
300726,宏达电子,2019-09-30,2019-10-14,略增
300726,宏达电子,2019-12-31,2020-01-17,略增
300727,润禾材料,2018-03-31,2018-04-10,预增
300727,润禾材料,2018-06-30,2018-07-13,预增
300727,润禾材料,2018-09-30,2018-10-13,预增
300727,润禾材料,2018-12-31,2019-01-15,略增
300727,润禾材料,2019-03-31,2019-04-09,略增
300727,润禾材料,2019-06-30,2019-07-11,略减
300727,润禾材料,2019-09-30,2019-10-11,略减
300727,润禾材料,2019-12-31,2020-01-16,略减
300729,乐歌股份,2018-03-31,2018-04-10,略减
300729,乐歌股份,2018-06-30,2018-07-10,略减
300729,乐歌股份,2018-09-30,2018-10-13,略减
300729,乐歌股份,2018-12-31,2019-01-29,略减
300729,乐歌股份,2019-03-31,2019-04-10,略减
300729,乐歌股份,2019-06-30,2019-07-12,略减
300729,乐歌股份,2019-09-30,2019-10-14,略减
300729,乐歌股份,2019-12-31,2020-01-20,略增
300730,科创信息,2017-12-31,2017-11-14,略增
300730,科创信息,2018-03-31,2018-04-10,续亏
300730,科创信息,2018-06-30,2018-07-14,续亏
300730,科创信息,2018-09-30,2018-10-13,略增
300730,科创信息,2018-12-31,2019-01-31,略减
300730,科创信息,2019-03-31,2019-04-10,续亏
300730,科创信息,2019-06-30,2019-07-13,续亏
300730,科创信息,2019-09-30,2019-10-15,不确定
300730,科创信息,2019-12-31,2020-01-23,续盈
300731,科创新源,2018-03-31,2018-04-10,略减
300731,科创新源,2018-06-30,2018-05-26,略减
300731,科创新源,2018-09-30,2018-10-13,略减
300731,科创新源,2018-12-31,2019-01-25,略减
300731,科创新源,2019-03-31,2019-04-10,略减
300731,科创新源,2019-06-30,2019-07-12,续盈
300731,科创新源,2019-09-30,2019-10-14,略增
300731,科创新源,2019-12-31,2020-01-13,略增
300732,设研院,2018-03-31,2018-04-10,略增
300732,设研院,2018-06-30,2018-07-13,预增
300732,设研院,2018-09-30,2018-10-11,预增
300732,设研院,2018-12-31,2019-01-25,略增
300732,设研院,2019-03-31,2019-03-29,略增
300732,设研院,2019-06-30,2019-07-12,略减
300732,设研院,2019-09-30,2019-10-14,略减
300732,设研院,2019-12-31,2020-01-21,略减
300733,西菱动力,2018-03-31,2018-04-10,略减
300733,西菱动力,2018-06-30,2018-07-13,续盈
300733,西菱动力,2018-09-30,2018-10-13,略减
300733,西菱动力,2018-12-31,2019-01-30,略减
300733,西菱动力,2019-03-31,2019-04-11,预减
300733,西菱动力,2019-06-30,2019-07-11,预减
300733,西菱动力,2019-09-30,2019-10-14,预减
300733,西菱动力,2019-12-31,2020-01-15,预减
300735,光弘科技,2018-03-31,2018-04-10,略减
300735,光弘科技,2018-06-30,2018-07-14,略增
300735,光弘科技,2018-09-30,2018-10-12,略增
300735,光弘科技,2018-12-31,2019-01-19,预增
300735,光弘科技,2019-03-31,2019-04-11,预增
300735,光弘科技,2019-06-30,2019-07-12,预增
300735,光弘科技,2019-09-30,2019-10-14,预增
300735,光弘科技,2019-12-31,2020-02-03,预增
300736,百邦科技,2018-03-31,2018-04-10,略减
300736,百邦科技,2018-06-30,2018-07-12,略减
300736,百邦科技,2018-09-30,2018-10-15,略减
300736,百邦科技,2018-12-31,2019-01-30,略减
300736,百邦科技,2019-03-31,2019-04-10,首亏
300736,百邦科技,2019-06-30,2019-07-13,首亏
300736,百邦科技,2019-09-30,2019-10-15,首亏
300736,百邦科技,2019-12-31,2020-01-22,首亏
300737,科顺股份,2018-03-31,2018-04-10,略增
300737,科顺股份,2018-06-30,2018-07-14,略增
300737,科顺股份,2018-09-30,2018-10-13,续盈
300737,科顺股份,2018-12-31,2019-01-31,略减
300737,科顺股份,2019-03-31,2019-04-10,预增
300737,科顺股份,2019-06-30,2019-07-12,略增
300737,科顺股份,2019-09-30,2019-10-15,预增
300737,科顺股份,2019-12-31,2020-01-15,预增
300738,奥飞数据,2018-03-31,2018-04-11,略减
300738,奥飞数据,2018-06-30,2018-07-13,略减
300738,奥飞数据,2018-09-30,2018-10-13,略减
300738,奥飞数据,2018-12-31,2019-01-29,略减
300738,奥飞数据,2019-03-31,2019-03-28,预增
300738,奥飞数据,2019-06-30,2019-07-01,预增
300738,奥飞数据,2019-09-30,2019-10-14,预增
300738,奥飞数据,2019-12-31,2020-01-07,预增
300739,明阳电路,2018-03-31,2018-04-10,预减
300739,明阳电路,2018-06-30,2018-07-13,略减
300739,明阳电路,2018-09-30,2018-10-12,续盈
300739,明阳电路,2018-12-31,2019-01-26,略增
300739,明阳电路,2019-03-31,2019-04-10,预增
300739,明阳电路,2019-06-30,2019-07-12,预增
300739,明阳电路,2019-09-30,2019-10-11,略增
300739,明阳电路,2019-12-31,2020-01-21,略增
300740,水羊股份,2018-06-30,2018-07-10,略增
300740,水羊股份,2018-09-30,2018-10-12,略增
300740,水羊股份,2018-12-31,2019-01-26,略减
300740,水羊股份,2019-03-31,2019-04-10,预减
300740,水羊股份,2019-06-30,2019-07-08,预减
300740,水羊股份,2019-09-30,2019-08-30,预减
300740,水羊股份,2019-12-31,2020-01-21,预减
300741,华宝股份,2018-03-31,2018-02-28,略增
300741,华宝股份,2018-06-30,2018-07-14,略增
300741,华宝股份,2018-09-30,2018-10-13,略增
300741,华宝股份,2018-12-31,2019-01-19,续盈
300741,华宝股份,2019-03-31,2019-03-13,续盈
300741,华宝股份,2019-06-30,2019-07-13,略增
300741,华宝股份,2019-09-30,2019-10-15,略增
300741,华宝股份,2019-12-31,2020-01-18,略增
300742,越博动力,2018-06-30,2018-07-14,略增
300742,越博动力,2018-09-30,2018-10-15,续盈
300742,越博动力,2018-12-31,2019-01-31,续盈
300742,越博动力,2019-03-31,2019-04-11,续亏
300742,越博动力,2019-06-30,2019-07-13,预减
300742,越博动力,2019-09-30,2019-10-14,增亏
300742,越博动力,2019-12-31,2020-01-23,首亏
300743,天地数码,2018-06-30,2018-07-14,略减
300743,天地数码,2018-09-30,2018-10-13,略减
300743,天地数码,2018-12-31,2019-01-31,略减
300743,天地数码,2019-03-31,2019-04-10,略减
300743,天地数码,2019-06-30,2019-07-12,略减
300743,天地数码,2019-09-30,2019-10-14,续盈
300743,天地数码,2019-12-31,2020-01-20,略减
300745,欣锐科技,2018-06-30,2018-07-13,略增
300745,欣锐科技,2018-09-30,2018-10-15,略增
300745,欣锐科技,2018-12-31,2019-01-30,略减
300745,欣锐科技,2019-03-31,2019-04-10,略减
300745,欣锐科技,2019-06-30,2019-07-15,略减
300745,欣锐科技,2019-09-30,2019-10-14,预减
300745,欣锐科技,2019-12-31,2020-02-03,预减
300746,汉嘉设计,2018-06-30,2018-05-24,略增
300746,汉嘉设计,2018-09-30,2018-10-11,略增
300746,汉嘉设计,2018-12-31,2019-01-31,略增
300746,汉嘉设计,2019-03-31,2019-04-10,略增
300746,汉嘉设计,2019-06-30,2019-07-12,略增
300746,汉嘉设计,2019-09-30,2019-10-14,略增
300746,汉嘉设计,2019-12-31,2020-02-03,略增
300747,锐科激光,2018-06-30,2018-06-05,预增
300747,锐科激光,2018-09-30,2018-10-08,预增
300747,锐科激光,2018-12-31,2019-01-22,预增
300747,锐科激光,2019-03-31,2019-04-09,略减
300747,锐科激光,2019-06-30,2019-07-12,略减
300747,锐科激光,2019-09-30,2019-10-14,略减
300747,锐科激光,2019-12-31,2020-01-21,略减
300748,金力永磁,2018-09-30,2018-10-12,略增
300748,金力永磁,2018-12-31,2019-01-30,略增
300748,金力永磁,2019-03-31,2019-02-01,略增
300748,金力永磁,2019-06-30,2019-07-04,略增
300748,金力永磁,2019-09-30,2019-10-14,略减
300748,金力永磁,2019-12-31,2020-01-16,略增
300749,顶固集创,2018-09-30,2018-10-15,略增
300749,顶固集创,2018-12-31,2019-01-16,略增
300749,顶固集创,2019-03-31,2019-04-10,不确定
300749,顶固集创,2019-06-30,2019-07-12,略增
300749,顶固集创,2019-09-30,2019-10-15,略增
300749,顶固集创,2019-12-31,2020-01-07,略增
300750,宁德时代,2018-06-30,2018-07-13,预减
300750,宁德时代,2018-09-30,2018-10-13,略减
300750,宁德时代,2018-12-31,2019-01-30,略减
300750,宁德时代,2019-03-31,2019-04-09,预增
300750,宁德时代,2019-06-30,2019-07-13,预增
300750,宁德时代,2019-09-30,2019-10-15,略增
300750,宁德时代,2019-12-31,2020-01-21,略增
300751,迈为股份,2018-12-31,2018-11-08,略增
300751,迈为股份,2019-03-31,2019-02-26,略增
300751,迈为股份,2019-06-30,2019-07-12,略增
300751,迈为股份,2019-09-30,2019-10-14,略增
300751,迈为股份,2019-12-31,2020-02-03,预增
300752,隆利科技,2018-12-31,2018-11-29,预增
300752,隆利科技,2019-03-31,2019-04-09,续盈
300752,隆利科技,2019-06-30,2019-07-15,略减
300752,隆利科技,2019-09-30,2019-10-08,略减
300752,隆利科技,2019-12-31,2020-01-21,略减
300753,爱朋医疗,2018-12-31,2019-01-29,略增
300753,爱朋医疗,2019-03-31,2019-03-16,略增
300753,爱朋医疗,2019-06-30,2019-07-12,略增
300753,爱朋医疗,2019-09-30,2019-10-15,预增
300753,爱朋医疗,2019-12-31,2020-01-21,预增
300755,华致酒行,2019-03-31,2019-04-09,略增
300755,华致酒行,2019-06-30,2019-07-12,略增
300755,华致酒行,2019-09-30,2019-10-09,略增
300755,华致酒行,2019-12-31,2020-01-11,略增
300756,金马游乐,2018-12-31,2018-12-17,续盈
300756,金马游乐,2019-03-31,2019-04-10,预减
300756,金马游乐,2019-06-30,2019-07-12,略增
300756,金马游乐,2019-09-30,2019-10-14,略减
300756,金马游乐,2019-12-31,2020-01-20,略增
300757,罗博特科,2019-03-31,2019-04-10,略增
300757,罗博特科,2019-06-30,2019-07-13,略减
300757,罗博特科,2019-09-30,2019-10-15,续盈
300757,罗博特科,2019-12-31,2020-01-23,略增
300758,七彩化学,2019-03-31,2019-04-09,略减
300758,七彩化学,2019-06-30,2019-07-01,略增
300758,七彩化学,2019-09-30,2019-10-14,略增
300758,七彩化学,2019-12-31,2020-01-17,略增
300759,康龙化成,2019-03-31,2019-04-10,略增
300759,康龙化成,2019-06-30,2019-07-13,略增
300759,康龙化成,2019-09-30,2019-10-15,略增
300759,康龙化成,2019-12-31,2020-01-22,预增
300760,迈瑞医疗,2018-09-30,2018-10-15,预增
300760,迈瑞医疗,2018-12-31,2019-01-31,预增
300760,迈瑞医疗,2019-03-31,2019-04-10,略增
300760,迈瑞医疗,2019-06-30,2019-07-11,略增
300760,迈瑞医疗,2019-09-30,2019-10-14,略增
300760,迈瑞医疗,2019-12-31,2020-01-20,略增
300761,立华股份,2019-03-31,2019-04-09,预减
300761,立华股份,2019-06-30,2019-07-12,略减
300761,立华股份,2019-09-30,2019-10-12,略增
300761,立华股份,2019-12-31,2020-01-18,预增
300762,上海瀚讯,2019-03-31,2019-04-10,续亏
300762,上海瀚讯,2019-06-30,2019-07-15,续亏
300762,上海瀚讯,2019-09-30,2019-10-14,略增
300762,上海瀚讯,2019-12-31,2020-01-23,略增
300763,锦浪科技,2019-03-31,2019-03-18,略增
300763,锦浪科技,2019-06-30,2019-07-12,略减
300763,锦浪科技,2019-09-30,2019-10-14,略减
300763,锦浪科技,2019-12-31,2020-01-20,略增
300765,新诺威,2019-03-31,2019-03-05,略增
300765,新诺威,2019-06-30,2019-07-12,略增
300765,新诺威,2019-09-30,2019-10-14,略增
300765,新诺威,2019-12-31,2020-01-22,略增
300766,每日互动,2019-03-31,2019-03-04,略减
300766,每日互动,2019-06-30,2019-07-15,略减
300766,每日互动,2019-09-30,2019-10-14,略减
300766,每日互动,2019-12-31,2020-01-22,预减
300767,震安科技,2019-03-31,2019-03-28,略增
300767,震安科技,2019-06-30,2019-07-13,略减
300767,震安科技,2019-09-30,2019-10-15,略减
300767,震安科技,2019-12-31,2020-01-22,略减
300768,迪普科技,2019-03-31,2019-03-25,略增
300768,迪普科技,2019-06-30,2019-07-15,略增
300768,迪普科技,2019-09-30,2019-10-15,略增
300768,迪普科技,2019-12-31,2020-01-22,略增
300769,德方纳米,2019-03-31,2019-04-12,预增
300769,德方纳米,2019-06-30,2019-07-13,预增
300769,德方纳米,2019-09-30,2019-10-12,略增
300769,德方纳米,2019-12-31,2020-01-17,略增
300770,新媒股份,2019-03-31,2019-04-18,预增
300770,新媒股份,2019-06-30,2019-07-03,预增
300770,新媒股份,2019-09-30,2019-08-29,预增
300770,新媒股份,2019-12-31,2020-01-17,预增
300771,智莱科技,2019-03-31,2019-04-01,略增
300771,智莱科技,2019-06-30,2019-07-15,预增
300771,智莱科技,2019-09-30,2019-10-15,略增
300771,智莱科技,2019-12-31,2020-01-17,略增
300772,运达股份,2019-06-30,2019-07-12,略增
300772,运达股份,2019-09-30,2019-10-15,扭亏
300772,运达股份,2019-12-31,2020-01-22,续盈
300773,拉卡拉,2019-06-30,2019-07-13,略增
300773,拉卡拉,2019-09-30,2019-10-15,略增
300773,拉卡拉,2019-12-31,2019-12-27,略增
300775,三角防务,2019-06-30,2019-05-20,略增
300775,三角防务,2019-09-30,2019-10-22,略增
300775,三角防务,2019-12-31,2020-01-21,略增
300776,帝尔激光,2019-06-30,2019-07-15,预增
300776,帝尔激光,2019-09-30,2019-10-11,预增
300776,帝尔激光,2019-12-31,2020-01-23,预增
300777,中简科技,2019-06-30,2019-07-15,略增
300777,中简科技,2019-09-30,2019-10-14,预增
300777,中简科技,2019-12-31,2020-01-22,略增
300778,新城市,2019-06-30,2019-07-13,略增
300778,新城市,2019-09-30,2019-10-14,略增
300778,新城市,2019-12-31,2020-01-17,略增
300779,惠城环保,2019-06-30,2019-07-06,略增
300779,惠城环保,2019-09-30,2019-10-14,续盈
300779,惠城环保,2019-12-31,2020-01-21,略减
300780,德恩精工,2019-06-30,2019-05-30,略增
300780,德恩精工,2019-09-30,2019-10-11,略减
300780,德恩精工,2019-12-31,2020-01-23,略减
300781,因赛集团,2019-06-30,2019-06-05,略增
300781,因赛集团,2019-09-30,2019-10-15,略减
300781,因赛集团,2019-12-31,2020-02-03,略减
300782,卓胜微,2019-06-30,2019-07-13,预增
300782,卓胜微,2019-09-30,2019-10-14,预增
300782,卓胜微,2019-12-31,2020-01-14,预增
300783,三只松鼠,2019-06-30,2019-06-03,略增
300783,三只松鼠,2019-09-30,2019-10-15,略增
300783,三只松鼠,2019-12-31,2020-01-24,略减
300785,值得买,2019-06-30,2019-07-01,略增
300785,值得买,2019-09-30,2019-10-14,预增
300785,值得买,2019-12-31,2020-01-22,略增
300786,国林科技,2019-06-30,2019-07-09,略增
300786,国林科技,2019-09-30,2019-10-14,略增
300786,国林科技,2019-12-31,2020-01-22,略增
300787,海能实业,2019-06-30,2019-07-29,预增
300787,海能实业,2019-09-30,2019-10-14,略增
300787,海能实业,2019-12-31,2020-01-22,略增
300788,中信出版,2019-06-30,2019-06-17,略增
300788,中信出版,2019-09-30,2019-10-15,略增
300788,中信出版,2019-12-31,2020-01-22,略增
300789,唐源电气,2019-09-30,2019-08-12,预增
300789,唐源电气,2019-12-31,2020-01-23,续盈
300790,宇瞳光学,2019-09-30,2019-10-14,略增
300790,宇瞳光学,2019-12-31,2020-01-17,略增
300791,仙乐健康,2019-09-30,2019-09-10,略增
300791,仙乐健康,2019-12-31,2020-01-23,略减
300792,壹网壹创,2019-09-30,2019-10-16,略增
300792,壹网壹创,2019-12-31,2020-01-17,略增
300793,佳禾智能,2019-09-30,2019-10-17,略增
300793,佳禾智能,2019-12-31,2020-01-23,略增
300795,米奥会展,2019-09-30,2019-09-23,略增
300795,米奥会展,2019-12-31,2020-01-21,续盈
300796,贝斯美,2019-09-30,2019-09-30,略增
300796,贝斯美,2019-12-31,2020-01-23,略减
300797,钢研纳克,2019-09-30,2019-10-14,略增
300797,钢研纳克,2019-12-31,2020-01-24,略增
300798,锦鸡股份,2019-09-30,2019-10-14,略增
300798,锦鸡股份,2019-12-31,2020-01-23,略减
300799,左江科技,2019-09-30,2019-10-15,预增
300799,左江科技,2019-12-31,2020-01-23,略增
300800,力合科技,2019-09-30,2019-10-22,略增
300800,力合科技,2019-12-31,2019-11-05,略增
300801,泰和科技,2019-09-30,2019-10-21,续盈
300801,泰和科技,2019-12-31,2020-01-22,略减
300802,矩子科技,2019-09-30,2019-10-28,略减
300802,矩子科技,2019-12-31,2019-10-28,略减
300803,指南针,2019-09-30,2019-10-29,略增
300803,指南针,2019-12-31,2019-11-15,续盈
300805,电声股份,2019-12-31,2020-01-22,略增
300806,斯迪克,2019-12-31,2020-01-22,略增
300807,天迈科技,2019-12-31,2020-01-24,略增
300808,久量股份,2019-09-30,2019-11-11,略增
300808,久量股份,2019-12-31,2020-01-24,略减
300809,华辰装备,2019-12-31,2020-01-23,续盈
300810,中科海讯,2019-12-31,2020-01-18,略减
300811,铂科新材,2019-12-31,2020-01-21,略增
600004,白云机场,2019-06-30,2019-04-30,不确定
600004,白云机场,2019-09-30,2019-08-31,不确定
600004,白云机场,2019-12-31,2019-10-29,不确定
600005,武钢股份,2016-12-31,2017-01-25,扭亏
600006,东风汽车,2018-12-31,2019-01-31,预增
600008,首创环保,2019-06-30,2019-07-18,预增
600008,首创环保,2019-12-31,2020-02-03,略增
600010,包钢股份,2016-12-31,2017-01-26,扭亏
600010,包钢股份,2017-12-31,2018-01-25,预增
600010,包钢股份,2018-12-31,2019-01-25,略增
600010,包钢股份,2019-12-31,2020-01-23,预减
600011,华能国际,2017-12-31,2018-01-31,预减
600017,日照港,2018-06-30,2018-04-25,略增
600017,日照港,2018-12-31,2019-01-31,预增
600018,上港集团,2017-12-31,2018-01-13,预增
600019,宝钢股份,2016-12-31,2017-01-18,预增
600019,宝钢股份,2017-06-30,2017-04-28,预增
600019,宝钢股份,2018-12-31,2019-01-19,略增
600020,中原高速,2016-06-30,2016-04-28,预减
600020,中原高速,2016-09-30,2016-08-25,预减
600020,中原高速,2016-12-31,2017-01-25,预减
600020,中原高速,2017-06-30,2017-04-26,预增
600020,中原高速,2017-09-30,2017-08-19,预增
600020,中原高速,2017-12-31,2018-01-27,预增
600020,中原高速,2019-12-31,2020-01-18,预增
600021,上海电力,2018-12-31,2019-01-12,预增
600021,上海电力,2019-12-31,2020-01-21,预减
600022,山东钢铁,2016-12-31,2017-01-21,首亏
600022,山东钢铁,2017-12-31,2018-01-20,扭亏
600022,山东钢铁,2019-09-30,2019-08-23,略减
600022,山东钢铁,2019-12-31,2020-01-22,预减
600025,华能水电,2018-06-30,2018-04-26,不确定
600025,华能水电,2018-12-31,2019-01-26,预增
600026,中远海能,2016-03-31,2016-04-20,预增
600026,中远海能,2016-06-30,2016-07-30,预增
600026,中远海能,2016-12-31,2017-01-26,预增
600026,中远海能,2017-06-30,2017-07-19,预减
600026,中远海能,2018-06-30,2018-07-24,首亏
600026,中远海能,2018-12-31,2019-01-30,预减
600026,中远海能,2019-06-30,2019-07-19,扭亏
600026,中远海能,2019-12-31,2020-01-23,预增
600027,华电国际,2016-12-31,2017-01-24,预减
600027,华电国际,2017-06-30,2017-04-29,预减
600027,华电国际,2017-09-30,2017-08-31,预减
600027,华电国际,2018-09-30,2018-08-29,不确定
600027,华电国际,2019-12-31,2020-01-18,预增
600028,中国石化,2017-03-31,2017-03-27,预增
600028,中国石化,2018-06-30,2018-07-25,预增
600028,中国石化,2018-09-30,2018-10-17,预增
600029,南方航空,2018-12-31,2019-01-31,预减
600031,三一重工,2017-09-30,2017-10-17,预增
600031,三一重工,2017-12-31,2018-01-31,预增
600031,三一重工,2018-06-30,2018-07-31,预增
600031,三一重工,2018-09-30,2018-10-24,预增
600031,三一重工,2018-12-31,2019-01-26,预增
600031,三一重工,2019-03-31,2019-04-15,预增
600031,三一重工,2019-06-30,2019-07-18,预增
600031,三一重工,2019-12-31,2020-01-21,预增
600035,楚天高速,2017-06-30,2017-07-22,预增
600035,楚天高速,2017-09-30,2017-08-31,略增
600035,楚天高速,2017-12-31,2017-10-31,略增
600035,楚天高速,2019-12-31,2020-01-21,预增
600050,中国联通,2016-03-31,2016-04-19,预减
600050,中国联通,2016-06-30,2016-07-30,预减
600050,中国联通,2016-09-30,2016-10-19,预减
600050,中国联通,2016-12-31,2017-01-26,预减
600050,中国联通,2017-06-30,2017-08-12,预增
600050,中国联通,2017-09-30,2017-10-20,预增
600050,中国联通,2018-09-30,2018-10-22,预增
600050,中国联通,2018-12-31,2018-10-23,预增
600050,中国联通,2019-12-31,2020-01-23,略增
600051,宁波联合,2016-06-30,2016-04-27,预减
600051,宁波联合,2017-12-31,2018-01-31,预增
600052,东望时代,2016-12-31,2017-01-26,扭亏
600052,东望时代,2017-12-31,2018-01-31,预减
600052,东望时代,2018-12-31,2019-01-26,略减
600052,东望时代,2019-12-31,2020-01-23,预增
600053,九鼎投资,2016-06-30,2016-07-29,预增
600053,九鼎投资,2016-09-30,2016-08-10,预增
600053,九鼎投资,2016-12-31,2017-01-23,预增
600053,九鼎投资,2017-12-31,2017-10-30,预减
600053,九鼎投资,2019-12-31,2020-01-31,预增
600054,黄山旅游,2016-06-30,2016-07-15,略增
600054,黄山旅游,2019-06-30,2019-04-27,不确定
600055,万东医疗,2016-12-31,2017-01-24,预增
600055,万东医疗,2017-12-31,2018-01-19,预增
600056,中国医药,2016-12-31,2017-01-21,略增
600057,厦门象屿,2017-06-30,2017-07-20,预增
600057,厦门象屿,2017-12-31,2018-01-19,预增
600057,厦门象屿,2018-03-31,2018-04-14,预增
600057,厦门象屿,2018-06-30,2018-07-20,预增
600057,厦门象屿,2018-12-31,2019-01-25,预增
600058,五矿发展,2016-06-30,2016-04-29,不确定
600058,五矿发展,2016-09-30,2016-08-30,不确定
600058,五矿发展,2016-12-31,2017-01-24,扭亏
600058,五矿发展,2017-06-30,2017-04-29,略减
600058,五矿发展,2018-09-30,2018-08-31,首亏
600058,五矿发展,2018-12-31,2019-01-29,首亏
600058,五矿发展,2019-06-30,2019-04-27,不确定
600058,五矿发展,2019-09-30,2019-08-31,不确定
600058,五矿发展,2019-12-31,2020-01-21,扭亏
600060,海信视像,2018-12-31,2019-01-31,预减
600061,国投资本,2016-09-30,2016-08-26,略减
600061,国投资本,2016-12-31,2016-10-27,略减
600061,国投资本,2019-12-31,2020-01-21,预增
600063,皖维高新,2018-12-31,2019-01-30,预增
600063,皖维高新,2019-06-30,2019-07-09,预增
600063,皖维高新,2019-09-30,2019-10-09,预增
600063,皖维高新,2019-12-31,2020-01-21,预增
600064,南京高科,2018-03-31,2018-03-28,预增
600064,南京高科,2019-03-31,2019-04-12,预增
600064,南京高科,2019-06-30,2019-07-26,预增
600064,南京高科,2019-12-31,2020-01-22,预增
600067,冠城大通,2016-06-30,2016-04-28,预减
600067,冠城大通,2016-12-31,2017-01-19,预增
600067,冠城大通,2017-03-31,2017-03-31,预增
600067,冠城大通,2017-06-30,2017-06-30,预增
600067,冠城大通,2018-03-31,2018-04-24,首亏
600067,冠城大通,2018-06-30,2018-04-27,略减
600067,冠城大通,2018-09-30,2018-08-15,略减
600068,葛洲坝,2017-12-31,2018-01-25,略增
600069,退市银鸽,2016-12-31,2017-01-21,首亏
600069,退市银鸽,2017-09-30,2017-10-10,扭亏
600069,退市银鸽,2017-12-31,2018-01-25,扭亏
600069,退市银鸽,2018-12-31,2019-04-20,首亏
600069,退市银鸽,2019-12-31,2020-01-22,续亏
600070,浙江富润,2016-12-31,2017-01-24,预增
600070,浙江富润,2017-06-30,2017-07-15,预增
600070,浙江富润,2017-09-30,2017-10-12,预增
600070,浙江富润,2017-12-31,2018-01-31,预增
600070,浙江富润,2019-06-30,2019-07-13,预增
600070,浙江富润,2019-09-30,2019-10-15,预增
600070,浙江富润,2019-12-31,2020-01-21,预增
600071,凤凰光学,2016-06-30,2016-04-30,续亏
600071,凤凰光学,2016-09-30,2016-08-31,续亏
600071,凤凰光学,2016-12-31,2017-01-21,首亏
600071,凤凰光学,2017-06-30,2017-04-29,续亏
600071,凤凰光学,2017-09-30,2017-08-11,续亏
600071,凤凰光学,2018-12-31,2019-01-30,首亏
600071,凤凰光学,2019-12-31,2020-01-21,扭亏
600072,中船科技,2016-12-31,2017-01-26,首亏
600072,中船科技,2017-12-31,2018-01-31,扭亏
600072,中船科技,2018-12-31,2019-01-29,预增
600072,中船科技,2019-12-31,2020-01-18,预增
600073,上海梅林,2016-06-30,2016-04-29,预增
600073,上海梅林,2016-09-30,2016-08-18,预增
600073,上海梅林,2016-12-31,2017-01-24,预增
600074,退市保千,2016-03-31,2016-04-08,预增
600074,退市保千,2016-06-30,2016-07-20,预增
600074,退市保千,2016-09-30,2016-08-24,预增
600074,退市保千,2016-12-31,2016-10-27,大增
600074,退市保千,2018-06-30,2018-04-28,首亏
600074,退市保千,2018-09-30,2018-08-31,首亏
600074,退市保千,2018-12-31,2019-01-25,续亏
600074,退市保千,2019-06-30,2019-04-26,续亏
600074,退市保千,2019-09-30,2019-08-30,续亏
600074,退市保千,2019-12-31,2020-01-15,续亏
600075,新疆天业,2016-06-30,2016-08-26,预增
600075,新疆天业,2016-09-30,2016-08-30,预增
600075,新疆天业,2016-12-31,2017-01-26,预增
600075,新疆天业,2019-12-31,2020-01-23,预减
600076,康欣新材,2016-12-31,2017-01-24,略增
600077,宋都股份,2016-06-30,2016-07-29,预增
600077,宋都股份,2016-12-31,2017-01-21,首亏
600077,宋都股份,2017-12-31,2018-01-12,扭亏
600077,宋都股份,2018-12-31,2019-01-30,预增
600077,宋都股份,2019-12-31,2020-01-20,预增
600078,*ST澄星,2016-12-31,2017-01-18,预增
600078,*ST澄星,2018-12-31,2019-01-31,预减
600078,*ST澄星,2019-12-31,2020-01-18,预增
600079,人福医药,2017-09-30,2017-08-30,不确定
600079,人福医药,2018-12-31,2019-01-30,首亏
600079,人福医药,2019-09-30,2019-08-30,不确定
600079,人福医药,2019-12-31,2020-01-11,扭亏
600080,金花股份,2016-12-31,2017-01-23,略增
600080,金花股份,2017-12-31,2018-01-30,预增
600081,东风科技,2016-12-31,2017-01-25,略减
600081,东风科技,2019-03-31,2019-04-13,预减
600082,海泰发展,2016-12-31,2017-01-20,首亏
600083,*ST博信,2016-12-31,2017-01-10,预减
600083,*ST博信,2017-12-31,2018-01-29,预增
600083,*ST博信,2018-06-30,2018-08-18,扭亏
600083,*ST博信,2018-12-31,2019-04-26,首亏
600083,*ST博信,2019-12-31,2020-04-02,续亏
600084,*ST中葡,2018-06-30,2018-04-25,续亏
600084,*ST中葡,2018-09-30,2018-08-25,续亏
600084,*ST中葡,2018-12-31,2019-01-30,续亏
600084,*ST中葡,2019-09-30,2019-08-24,续亏
600084,*ST中葡,2019-12-31,2020-01-21,扭亏
600086,退市金钰,2018-12-31,2019-04-23,首亏
600086,退市金钰,2019-09-30,2019-08-28,续亏
600086,退市金钰,2019-12-31,2020-01-22,续亏
600088,中视传媒,2016-06-30,2016-04-28,首亏
